SOC [-],OCV [V]
0.865276,4.0229390768627455
0.86609,4.023579076862745
0.866908,4.024869076862745
0.867727,4.025509076862745
0.868546,4.026799076862745
0.869364,4.027439076862746
0.870179,4.028089076862745
0.870997,4.0293690768627455
0.871816,4.030019076862746
0.872635,4.0306590768627455
0.873449,4.031299076862745
0.874267,4.032589076862745
0.875086,4.033229076862745
0.875905,4.034519076862745
0.876719,4.035159076862746
0.877533,4.035809076862745
0.878347,4.037089076862745
0.879166,4.037739076862746
0.87998,4.038379076862745
0.880798,4.0396690768627455
0.881617,4.040309076862745
0.882436,4.040949076862745
0.88325,4.041599076862745
0.884068,4.042879076862746
0.884887,4.043529076862745
0.885706,4.044169076862746
0.886525,4.045459076862746
0.887343,4.046099076862745
0.888162,4.047389076862745
0.888976,4.048029076862745
0.889795,4.048669076862746
0.890609,4.049319076862745
0.891423,4.050599076862746
0.892242,4.051249076862746
0.893056,4.051889076862746
0.893874,4.052529076862745
0.894693,4.053179076862746
0.895512,4.054459076862745
0.89633,4.055109076862745
0.897149,4.055749076862745
0.897963,4.056389076862746
0.898777,4.057039076862745
0.899591,4.0583190768627455
0.900406,4.058969076862746
0.901224,4.0596090768627455
0.902043,4.060249076862745
0.902857,4.0608990768627455
0.903676,4.061539076862745
0.90449,4.062179076862745
0.905304,4.062829076862745
0.906122,4.063469076862745
0.906936,4.064759076862745
0.907751,4.065399076862746
0.908569,4.0660390768627455
0.909388,4.066689076862746
0.910202,4.0673290768627455
0.911021,4.067969076862745
0.911839,4.0686190768627455
0.912658,4.069259076862745
0.913477,4.069899076862745
0.914291,4.070549076862745
0.91511,4.071189076862745
0.915928,4.071829076862746
0.916742,4.072479076862745
0.917556,4.073119076862746
0.918375,4.073759076862745
0.919194,4.074409076862746
0.920013,4.075049076862745
0.920827,4.075689076862745
0.921641,4.076339076862745
0.922455,4.076979076862745
0.923269,4.077619076862746
0.924083,4.078269076862745
0.924897,4.078909076862745
0.925716,4.079549076862746
0.92653,4.080199076862745
0.927344,4.080839076862746
0.928158,4.081479076862745
0.928977,4.082129076862746
0.929795,4.082769076862745
0.930609,4.082769076862745
0.931428,4.083409076862745
0.932247,4.084059076862745
0.933061,4.084699076862745
0.933875,4.085989076862745
0.934689,4.086629076862746
0.935508,4.086629076862746
0.936322,4.0872690768627455
0.937136,4.087919076862746
0.93795,4.088559076862746
0.938769,4.089199076862745
0.939587,4.089849076862746
0.940401,4.090489076862745
0.94122,4.091139076862746
0.942039,4.091779076862745
0.942853,4.092419076862745
0.943667,4.093069076862745
0.944486,4.093709076862745
0.945304,4.094349076862746
0.946118,4.094999076862745
0.946937,4.095639076862746
0.947751,4.0962790768627455
0.94857,4.096929076862746
0.949384,4.0975690768627455
0.950198,4.0988590768627455
0.951012,4.099499076862745
0.951826,4.100139076862745
0.95264,4.100789076862745
0.953459,4.101429076862745
0.954273,4.102069076862746
0.955092,4.102719076862745
0.95591,4.103359076862746
0.956729,4.1039990768627455
0.957543,4.104649076862746
0.958357,4.105929076862745
0.959171,4.1065790768627455
0.959985,4.107219076862745
0.960804,4.108509076862745
0.961623,4.109149076862745
0.962442,4.109789076862746
0.96326,4.111079076862746
0.964074,4.111719076862745
0.964888,4.112369076862746
0.965707,4.113009076862745
0.966521,4.114299076862745
0.967335,4.114939076862745
0.968154,4.116229076862745
0.968973,4.116869076862745
0.969787,4.118159076862745
0.970601,4.118799076862746
0.971415,4.120089076862746
0.972229,4.120729076862745
0.973048,4.122019076862745
0.973866,4.123299076862746
0.97468,4.123949076862745
0.975494,4.1252290768627455
0.976309,4.125879076862746
0.977127,4.127159076862745
0.977946,4.128449076862745
0.978765,4.129739076862745
0.979583,4.131019076862746
0.980397,4.132309076862746
0.981216,4.133599076862746
0.982035,4.1342390768627455
0.982849,4.1355290768627455
0.983663,4.137459076862745
0.984482,4.138739076862746
0.9853,4.140029076862746
0.986119,4.141319076862746
0.986938,4.142599076862745
0.987756,4.144529076862745
0.988571,4.145819076862745
0.989385,4.147109076862745
0.990199,4.149039076862746
0.991017,4.150969076862745
0.991831,4.152249076862746
0.99265,4.154179076862746
0.993469,4.156109076862745
0.994283,4.158049076862746
0.995102,4.159979076862745
0.99592,4.161909076862745
0.996739,4.1644790768627455
0.997553,4.167049076862745
0.998372,4.169629076862745
0.999186,4.1734890768627455
