SOC [-],OCV [V]
0.19911,3.4741490768627448
0.199929,3.474789076862745
0.200747,3.476079076862745
0.201566,3.4767190768627447
0.20238,3.477359076862745
0.203194,3.478649076862745
0.204013,3.479289076862745
0.204827,3.479939076862745
0.205641,3.481219076862745
0.206455,3.481869076862745
0.207274,3.482509076862745
0.208092,3.483799076862745
0.208907,3.484439076862745
0.209721,3.485079076862745
0.210535,3.485729076862745
0.211353,3.486369076862745
0.212167,3.487659076862745
0.212982,3.488299076862745
0.213796,3.488939076862745
0.214614,3.490229076862745
0.215428,3.490869076862745
0.216247,3.491519076862745
0.217061,3.492159076862745
0.217875,3.492809076862745
0.218694,3.494089076862745
0.219513,3.494739076862745
0.220327,3.495379076862745
0.221141,3.496019076862745
0.22196,3.496669076862745
0.222773,3.497309076862745
0.223588,3.497949076862745
0.224406,3.499239076862745
0.22522,3.499879076862745
0.226039,3.500529076862745
